ID,Label,Definition,Classification,symptoms
http://purl.obolibrary.org/obo/OBI_0000011,planned process,A processual entity that realizes a plan which is the concretization of a plan specification.,,
http://www.geneontology.org/formats/oboInOwl#SynonymType,SynonymType,,,
http://purl.obolibrary.org/obo/NBO_0000627,play fight,"""Play behavior associated to fighting simulation, although fighting is much slower and gentler with no intention of actual hurt."" [web:http://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Play%20Fighting.html]",,
http://purl.obolibrary.org/obo/NBO_0000416,vestibulo-ocular reflex,"""A reflex eye movement that stabilizes images on the retina during head movement by producing an eye movement in the direction opposite to head movement, thus preserving the image on the center of the visual field."" [wikipedia:Vestibulo-ocular_reflex]",,
http://purl.obolibrary.org/obo/MFOMD_0000167,defense mechanism,"
Automatic psychological process that protects the individual against anxiety and from awareness of internal or external stressors or dangers.


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/NBO_0000463,shape constancy behavior,"""The perception of familiar objects as approximately the same shape regardless of their distance or angle of view from the observer."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000101,delusion,"
Erroneous beliefs that usually involve a misinterpretation of perceptions or experiences. (their content may include a variety of themes (e.g., persecutory, referential, somatic, religious, or grandiose).


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/OGMS_0000085,pain,"A bodily process in an organism S involving two integrated levels: (a) activation of the nociceptive system and associated emotion generating brain components of S, and (b) a simultaneous aversive sensory and emotional experience on the part of S, where (b) is phenomenologically similar to the sort of aversive experience involved in pain with concordant tissue damage.",,
http://purl.obolibrary.org/obo/NBO_0000328,hot sensation behavior,"""Behavior related to the detection of high environmental temperature."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MF_0000066,olfactory consciousness,"Olfactory consciousness is consciousness of an olfactory stimulus (scent), as experienced through the olfactory sensory medium as a part of a process of smelling.",,
http://purl.obolibrary.org/obo/NBO_0000339,motor coordination,"""The coordination of combinations of body movements created with the kinematic (such as spatial direction) and kinetic (force) parameters that result in intended actions."" [wikipedia:Motor_coordination]",,
http://purl.obolibrary.org/obo/DOID_2030,anxiety disorder,"A cognitive disorder that involves an excessive, irrational dread of everyday situations.",,
http://purl.obolibrary.org/obo/NBO_0000375,taxis,"""Locomotory orientation in a specific spatial relationship to a stimulus."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000386,mechanical stimulus taxis,"""Locomotory orientation in response to mechanical stimulus."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000178,assaultive behavior,"Individual or group aggressive behavior which is socially non-acceptable, turbulent, and often destructive. It is precipitated by frustrations, hostility, prejudices, etc.


http://dictionary.sensagent.com/assaultive%20behavior/en-en/",,
http://purl.obolibrary.org/obo/NBO_0000397,swimming reflex,"""A reflex that causes the infant to begin to paddle and kick in a swimming motion upon its placement face down in a pool of water."" [NBO:Primitive_reflexes]",,
http://purl.obolibrary.org/obo/NBO_0000351,body coordination,"""The coordination of the whole body movement."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000362,stride,"""A behavioral pattern characterized by the distance covered by as many steps as there are legs."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0002362,behavioral response to anesthetic,"""Behavior as a result of sensitivity to an anasthetic intake."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000113,flashback,"
The recurrence of a memory, feeling, or perceptual experience from the past.


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/MF_0000021,interpersonal process,A process in which at least two human beings are agents.,,
http://purl.obolibrary.org/obo/NBO_0000013,locomotory behavior,"""Behavior associated with the specific movement from place to place of an organism."" [GO:0007626]",,
http://purl.obolibrary.org/obo/MF_0000057,thinking with language,,,
http://purl.obolibrary.org/obo/MFOMD_0000112,derealization,"
An alteration in the perception or experience of the external world so that it seems strange or unreal (e.g., people may seem unfamiliar or mechanical).


DSM-IV-TR (american Psychiatric Association)
",,
http://purl.obolibrary.org/obo/NBO_0000002,whole body movement,,,
http://purl.obolibrary.org/obo/NBO_0000778,emotional conditioning,,,
http://purl.obolibrary.org/obo/NBO_0000060,copulation,"""The act of sexual union between male and female, involving the transfer of sperm."" [ISBN:0721662544]",,
http://purl.obolibrary.org/obo/OGMS_0000086,syndrome,A pattern of signs and symptoms that typically co-occur.,,
http://purl.obolibrary.org/obo/MFOMD_0000124,homicidal ideations,"Is a common medical term for thoughts about homicide. There is a range of homicidal thoughts which spans from vague ideas of revenge to detailed and fully formulated plans without the act itself.

http://en.wikipedia.org/wiki/Homicidal_ideation",,
http://purl.obolibrary.org/obo/MF_0000019,perception,"a mental process which is a) produced by a causal process (for example involving light rays or air vibrations) involving a part of the environment of the organism, and b) is experienced by the organism as being so caused, and c) in
which the relevant part of the environment is thereby represented to the organism",,
http://purl.obolibrary.org/obo/NBO_0000626,sexual play,"""Behavior associated with interactions which resemble sexual behavior but do not lead to copulation."" [web:http://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Sex%20Play.html]",,
http://purl.obolibrary.org/obo/NBO_0000637,male courtship behavior,"""The actions or reactions of a male, for the purpose of attracting a sexual partner."" [GOC:bf]",,
http://purl.obolibrary.org/obo/MFOMD_0000023,residual schizophrenia,"
At the DSM-5, the DSM-IV subtypes of schizophrenia (i.e., paranoid, disorganized, catatonic, undifferentiated, and residual types) are eliminated due to their limited diagnostic stability, low reliability, and poor validity. These subtypes also have not been shown to exhibit distinctive patterns of treatment response or longitudinal course. 

(Highlights of Changes from DSM-IV-TR to DSM-5, American Psychiatric Publishing)|The diagnosis of this form of schizophrenia is reserved for people who have had at least one previous schizophrenic episode but who are now showing an absence of prominent psychotic features. 

There is continuing evidence of two or more symptoms, such as marked social isolation, peculiar behaviours, blunted affect, odd beliefs, or unusual perceptual experiences. The disorder may be in remission. In any case, the person’s symptoms are neither strong enough nor prominent enough to warrant classification as one of the other types of schizophrenia.

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",29560,
http://purl.obolibrary.org/obo/NBO_0000338,kinesthetic behavior,"""Behavior related to the movement of the body's muscles, tendons, and joints."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MF_0000067,consciousness of self,"Consciousness of self is the higher order consciousness that reflexively includes the awareness that the organism that is the subject of the conscious experience exists.|The implication of Descartes' famous ""Cogito ergo sum"" is that awareness of one's own existence entails that one exists. This is because consciousness creates a perspective, and awareness of this is a self-reflexive perspective of oneself. This is one aspect of intentionality that cannot fail. Intentionality can fail at all levels of content, but not at the level of intending through awareness the existence of the self that is consciously intending.",,
http://purl.obolibrary.org/obo/NBO_0000549,female sexual activity,"""Behaviour related to the female activity which primary purpose is the sexual reproduction."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000047,weaning behavior,,,
http://purl.obolibrary.org/obo/NBO_0000385,phonotaxis,"""Locomotory orientation in response to sound."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000396,babkin reflex,"""A reflex elicited by the application of pressure to both palms resulting varying responses such as head flexion, head rotation or opening of the mouth, or a combination of these responses."" [wikipedia:Primitive_reflexes]",,
http://purl.obolibrary.org/obo/MFOMD_0000204,incoherence,"The unability to think or express one's thoughts in a clear or orderly manner.
",,
http://purl.obolibrary.org/obo/MFOMD_0000012,hypomanic mood episode,"The DSM-IV-TR defines a hypomanic episode as including, over the course of at least four days, elevated mood plus three of the following symptoms OR irritable mood plus four of the following symptoms:

    pressured speech
    inflated self-esteem or grandiosity
    decreased need for sleep
    flight of ideas or the subjective experience that thoughts are racing
    easy distractibility and attention-deficit similar to attention deficit hyperactivity disorder
    increase in psychomotor agitation
    involvement in pleasurable activities that may have a high potential for negative psycho-social or physical consequences (e.g., the person engages in unrestrained buying sprees, sexual indiscretions, reckless driving, or foolish business investments)

[Wikipedia: http://en.wikipedia.org/wiki/Hypomania]",,
http://purl.obolibrary.org/obo/DOID_5418,schizoaffective disorder,"Is a disorder in which a mood episode and the active-phase symptoms of schizophrenia occur together and were preceded or are followed by at least two weeks of delusions or hallucinations without prominent mood symptoms.

DSM-IV-TR (american Psychiatric Association)|A psychotic disorder that is characterized by recurring episodes of mood fluctuations and a loss of contact with reality.",29570,
http://purl.obolibrary.org/obo/DOID_1595,endogenous depression,A mental depression that is characterized by a dysregulation of the endogenous opioid system and not of the monaminergic system.|OMIM mapping confirmed by DO. [LS].,,
http://purl.obolibrary.org/obo/NBO_0000223,contextual conditioning behavior,,,
http://purl.obolibrary.org/obo/NBO_0000234,thirst motivation behavior,"""Behavior related to the deprivation of water."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000059,etiological process,A process in an organism that leads to a subsequent disorder.,,
http://purl.obolibrary.org/obo/NBO_0000292,bystander intervention,,,
http://purl.obolibrary.org/obo/MFOMD_0000215,thought blocking,"Phenomenon that occurs occurs when a person's speech is suddenly interrupted by silences that may last a few seconds to a minute or longer. 
|When the person begins speaking again, after the block, they will often speak about a subject unrelated to what was being discussed when blocking occurred. It is described as being experienced as an unanticipated, quick and total emptying of the mind. People with schizophrenia commonly experience thought blocking and may comprehend the experience in peculiar ways.


http://en.wikipedia.org/wiki/Thought_blocking
",,
http://purl.obolibrary.org/obo/NBO_0000281,affiliation,"""Behavior related to having a generally positive attitude toward another person."" [MBP:GVG]",,
http://purl.obolibrary.org/obo/NBO_0002273,regulation of nicotine consumption,"""Any process that modulates the frequency, rate or extent of nicotine consumption, the specific actions or reactions of an organism in response to external or internal stimuli."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/MF_0000042,preference,,,
http://purl.obolibrary.org/obo/MFOMD_0000089,primary sleep disorder: parasomnia,"Disorders characterised by abnormal behavioural or physiological events occurring in association with sleep, specific sleep stages, or sleep-wake transitions.

DSM-IV-TR (american Psychiatric Association)
|This section includes:

- Nightmare Disorder.- The essential feature of this disorder is the repeated occurrence of frightening dreams that lead to awakenings from sleep.

- Sleep Terror Disorder.- The essential feature of this disorder is the repeated occurrence of sleep terrors, that is, abrupt awakenings from sleep usually beginning with a panicky scream or cry.

- Sleepwalking Disorder.- The essential feature of this disorder is repeated episodes of complex motor behaviour initiated during sleep, including rising from bed and walking about.

- Parasomnia Not Otherwise Specified.- This category is for disturbances that are characterized by abnormal behavioural or physiological events during sleep or sleep-wake transitions, but that do not meet criteria for a more specific Parasomnia. 

DSM-IV-TR (american Psychiatric Association)

","307.47  Nightmare Disorder
307.46  Sleep Terror Disorder
307.46  Sleepwalking Disorder
307.47  Parasomnia Not Otherwise Specified",
http://purl.obolibrary.org/obo/MFOMD_0000088,primary sleep disorder: dyssomnia,"Primary disorders of initiating or maintaining sleep or of excessive sleepiness and are characterized by abnormalities in the amount, quality or timing of sleep.

DSM-IV-TR (american Psychiatric Association)
|
This section includes:

- Primary Insomnia.- The essential feature of this disorder is a complaint of difficulty initiating or maintaining sleep or of nonrestorative sleep that lasts for at least one month.

- Primary Hypersomnia.- The essential feature of this disorder is excessive sleepiness for at least one month as evidenced either by prolonged sleep episodes or by daytime sleep episodes occurring almost daily.

- Narcolepsy.- The essential feature of this disorder are repeated irresistible attacks of refreshing sleep, cataplexy, and recurrent intrusion of elements of rapid eye movement (REM) sleep into the transition period between sleep and wakefulness. 

- Breathing-Related Sleep Disorder.- The essential feature of this disorder is sleep disruption, leading to excessive sleepiness or, less commonly, to insomnia, that is judged to be due to abnormalities of ventilation during sleep.

- Circadian Rhythm Sleep Disorder.- The essential feature of this disorder is a persistent or recurrent pattern of sleep disruption that results from altered function of the circadian timing system or from a mismatch between the individual's endogenous circadian sleep-wake system and exogenous demands regarding the timing and duration of sleep. 

- Dyssomnia Not Otherwise Specified.- Is a category for insomnias, hypersomnias, or circadian rhythm disturbances that do not meet criteria for any specific Dyssomnia.

DSM-IV-TR (american Psychiatric Association)
","307.42  Primary Insomnia
307.44  Primary Hypersomnia
347.00  Narcolepsy
780.57  Breathing-Related Sleep Disorder
327.3x  Circadian Rhythm Sleep Disorder
307.47  Dyssomnia Not Otherwise Specified",
http://purl.obolibrary.org/obo/MF_0000051,capability to understand language,,,
http://purl.obolibrary.org/obo/GO_0007625,grooming behavior,"The specific actions or reactions of an organism relating to grooming, cleaning and brushing to remove dirt and parasites.",,
http://purl.obolibrary.org/obo/behavior.owl/NBO_0002436,regulation of feeding behavior,"""Any process that modulates the frequency, rate or extent of consumption of food or liquid"" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000169,reaction formation,"Repression of dangerous impulses, followed by converting them to their direct opposite.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.

",,
http://purl.obolibrary.org/obo/MFOMD_0000104,delirium,"
Is characterised by disturbance of consciousness and changes in cognition (memory deficit, disorientation, and language and perceptual disturbances).

The patient often shows a reduced ability to focus, sustain or shift attention and exhibits disorganized patterns of thinking, as manifested by rambling, irrelevant, or incoherent speech. At times patients show a reduced level of consciousness and disturbances in the cycle of sleep and waking.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.
",,
http://purl.obolibrary.org/obo/MFOMD_0000103,speech disorder,"When a person is unable to produce speech sounds correctly or fluently, or has problems with his or her voice.|
Difficulties pronouncing sounds, or articulation disorders, and stuttering are examples of this disorder.

American Speech-Language-Hearing Association",,
http://purl.obolibrary.org/obo/DOID_6088,acute stress disorder,"Disorder that results from exposure to a traumatic stressor that results in dissociation, reliving the experience, and attempts to avoid reminders events.

Understanding abnormal behavior&quot;. David Sue, Derald Wing Sue, Stanley Sue.
|An anxiety disorder that has_symptom flashbacks, has_symptom bad dreams, has_symptom frightening thoughts, has_symptom avoidance or has_symptom hyperarousal of PTSD occurring within one month of a traumatic experience as Acute Stress Disorder or ASD.|
In this disorder, following the trauma, the traumatic event is persistently reexperienced, and the individual displays marked avoidance of stimuli that may arouse recollections of the trauma and has marked symptoms of anxiety or increased arousal. The disturbance lasts for a minimum of 2 days and a maximum of 4 weeks after the traumatic event; if symptoms persist beyond 4 weeks, the diagnosis of posttraumatic stress disorder may be applied.

Individuals with this disorder may have a decrease in emotional responsiveness, often finding it difficult or impossible to experience pleasure in previously enjoyable activities, and frequently feel guilty about pursuing usual life tasks. 

If the trauma led to another's death or to serious injury, survivors may feel guilt about having remanded intact or about not providing enough help to others. Individuals with this disorder often perceived themselves to have greater responsibility for the consequences of the trauma than is warranted.

There is some evidence that social supports, family history, childhood experiences, personality variables, and preexisting mental disorders may influence the development of Acute Stress Disorder. This disorder can develop in individuals without any predisposing conditions, particularly if the stressor is especially extreme.

DSM-IV-TR (american Psychiatric Association)
",308.3,"Either while experiencing the traumatic event or after the event, the individual has at least three of the following dissociative symptoms:

- A subjective sense of numbing, detachment or absence of emotional responsiveness
- A reduction in awareness of his or her surroundings
- Derealization
- Depersonalization 
- Dissociative amnesia

They may experience difficulty concentrating, feel deterched from their bodies, experience the world as unreal or dreamlike, or have increasing difficulty recalling specific details of the traumatic event.

At list one of the symptoms from each of the symptoms clusters required for posttraumatic stress disorder is presents.

- The traumatic event is persistently reexperienced (e.g. recurrent recollections, images, thoughts, dreams, illusions, flashback episodes, a sense of reliving the event, or distress on exposure to reminders of the event.)
- Reminders of the traumas (e.g. places, people, activities) are avoided.
- hyperarousal in response to stimuli reminiscent of the trauma is present (e.g., difficulty sleeping, irritability, poor concentration, hypervigilance, and exaggerated startle response, and motor restlessness.)

DSM-IV-TR (American Psychiatric Association)
"
http://purl.obolibrary.org/obo/NBO_0000280,attraction-related behavior,,,
http://purl.obolibrary.org/obo/NBO_0000291,obedience to authority,,,
http://purl.obolibrary.org/obo/MFOMD_0000115,magical thinking,"
The erroneous belief that one's thoughts, words, or actions will cause or prevent a specific outcome in some way that defies commonly understood laws of cause and effect.


DSM-IV-TR (american Psychiatric Association)|Magical thinking may be a part of normal child development.",,
http://purl.obolibrary.org/obo/DOID_13918,somatization disorder,"A somatoform disorder that involves persistently complaints of varied physical symptoms that have no identifiable physical origin.|Disorder in which the individual with it chronically complains of bodily symptoms that have no physical basis.


Understanding abnormal behavior.David Sue, Derald Wing Sue, Stanley Sue.
|The essential feature of Somatization disorder is a pattern of recurring, multiple, clinically significant somatic complaints. A somatic complaint is considered to be clinically significant if it results in medical treatment (e. g., the taking of medication) or causes significant impairment in social, occupational, or other important areas of functioning.

Individuals with this disorder usually describe their complaints in colourful, exaggerated terms, but specific factual information is often lacking. They often seek treatment from several physicians concurrently, which may lead to complicated and sometimes hazardous combinations of treatments.  Adoption studies indicate that both genetic and environmental factors contribute to the risk for this disorder; having a biological or adoptive parent with this disorder increase the risk of developing it.

Three features that suggest a diagnosis of Somatization disorder  rather than a general medical condition include:
1) Involvement of multiple organ system.
2) Early onset and chronic course without development of physical signs or structural abnormalities.
3) Absence of laboratory abnormalities that are characteristic of the suggested general medical condition.

Somatization disorder does nor protect individuals from having other independent general medical conditions. The onset of multiple physical symptoms late in life is almost always due to a general medical condition.

DSM-IV-TR (american Psychiatric Association)",30081,"
Each of the following criteria must have been met, with individual symptoms occurring at any time during the course of the disturbance:

1) Four pain symptoms: a history of pain related to at least four different sites (e.g., head, abdomen, back, joints, extremities, chest, rectum) or functions (e.g., menstruation, sexual intercourse, urination).

2) Two gastrointestinal symptoms: a history of at list two gastrointestinal symptoms other than pain (e.g., nausea, bloating, vomiting other than during pregnancy, diarrhoea, or intolerance of several different foods).

3) One sexual symptom: a history of at least one sexual or reproductive symptom other than pain (e.g., sexual indifference, erectile or ejaculatory dysfunction, irregular menses, excessive menstrual bleeding, vomiting throughout pregnancy).

4) One pseudoneurological symptom: a history of at least one symptom or deficit suggesting a neurological condition not limited to pain (conversion symptoms such as impaired coordination or balance, paralysis or localised weakness, difficulty swallowing or lump in throat, aphonia, urinary retention, hallucinations, loss of touch or pain sensation, double vision, blindness, deafness, seizures; dissociative symptoms such as amnesia; or loss of consciousness other than fainting).

DSM-IV-TR (american Psychiatric Association)
"
http://purl.obolibrary.org/obo/NBO_0000302,maternal aggressive behavior,"""A domineering, assault posture and/or hostile physical action towards animals exhibited by a mother or attending female."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000649,being conscious,,,
http://purl.obolibrary.org/obo/NBO_0000313,behavior process,"""The action, reaction, or performance of an organism in response to external or internal stimuli."" [GO:GO:0007610]",,
http://purl.obolibrary.org/obo/MFOMD_0000114,hallucination,"
Sensory perception that has the compelling sense of reality of a true perception but that occurs without external stimulation of the relevant sensory organ.


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/BFO_0000141,immaterial entity,,,
http://purl.obolibrary.org/obo/NBO_0000638,female courtship behavior,"""The actions or reactions of a female, for the purpose of attracting a sexual partner."" [GOC:bf]",,
http://purl.obolibrary.org/obo/MFOMD_0000122,phobia,"
A persistent, irrational fear of a specific object, activity, or situation (the phobic stimulus) that results in a compelling desire to avoid it. 


DSM-IV-TR (american Psychiatric Association)|
This often leads either to avoidance of the phobic stimulus or to enduring it with dread.",,
http://purl.obolibrary.org/obo/DOID_9220,central sleep apnea,"A sleep apnea that is characterized by a malfunction of the basic neurological controls for breathing rate and the failure to give the signal to inhale, causing the individual to miss one or more cycles of breathing.|Xref MGI.",,
http://purl.obolibrary.org/obo/DOID_3324,mood disorder,"Disorders that have a disturbance in mood as the predominant feature.


DSM-IV-TR (american Psychiatric Association)
|A cognitive disorder that involves an excessive, irrational dread of everyday situations.|Updating outdated UMLS CUI.",,
http://purl.obolibrary.org/obo/MFOMD_0000123,stupor,"A state of unresponsiveness with immobility and mutism.


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/NBO_0000120,physical aggression behavior,"""An aggressive behavior that aims to inflicting damage on another entity using physical means."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MF_0000018,attending,the process whereby relevant aspects of our mental experience are focused on specific targets,,
http://purl.obolibrary.org/obo/MFOMD_0000166,paramnsesia,"A condition or phenomenon involving distorted memory or confusions of fact and fantasy, such as confabulation or déjàvu.


http://www.oxforddictionaries.com/definition/english/paramnesia",,
http://purl.obolibrary.org/obo/MF_0000004,mental counting,,,
http://purl.obolibrary.org/obo/NBO_0001987,behavioral response to cocaine,"""Behavior as a result of sensitivity to cocaine intake."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/MFOMD_0000100,disordered thinking,"A failure to be able to ""think straight."" Thoughts may come and go rapidly. The person may not be able to concentrate on one thought for very long and may be easily distracted, unable to focus attention.


http://www.medterms.com/script/main/art.asp?articlekey=26296",,
http://purl.obolibrary.org/obo/DOID_10685,separation anxiety disorder,An anxiety disorder that involves the feeling of excessive and inappropriate levels of anxiety over being separated from a person to whom the individual has a strong emotional attachment or place.,,
http://purl.obolibrary.org/obo/NBO_0000584,clutching reflex,"""A mouse reflex that elicidated the clasping of front and/or hind feet almost immediately upon being lifted by tail."" [EUROPHENOME:]",,
http://purl.obolibrary.org/obo/OGMS_0000110,health care process data transformation,A health care process that produces output from input data,,
http://purl.obolibrary.org/obo/NBO_0001952,morphine consumption,"""Behavior related to the intake of morphine."" [NBOC:GVG]",,
http://purl.obolibrary.org/obo/DOID_0050696,fetal alcohol spectrum disorder,"A specific developmental disorder and physical disorder that is characterized by physical, behavioral and learning birth defects resulting from maternal ingestion of alcohol during pregnancy.",,
http://purl.obolibrary.org/obo/NBO_0000282,liking,"""Wanting to be with another person."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000293,behavior stemming from intelligence,"""Behavior related to one or more capacities of the mind."" [wikipedia:Intelligence]",,
http://purl.obolibrary.org/obo/DOID_10834,voyeurism,,,
http://purl.obolibrary.org/obo/NBO_0000224,cued conditioning behavior,,,
http://purl.obolibrary.org/obo/NBO_0000235,hunger motivation behavior,"""Behavior related to the deprivation of food."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/MF_0000049,capability to read,,,
http://purl.obolibrary.org/obo/MFOMD_0000111,depersonalization,"
An alteration in the perception or experience of the self so that one feels detached from, and as if one is an outside observer of, one's mental processes or body (e.g., feeling like one is in a dream).


DSM-IV-TR (american Psychiatric Association)",,
http://purl.obolibrary.org/obo/NBO_0000271,group behavior,,,
http://purl.obolibrary.org/obo/NBO_0000131,alcohol consumption,"""A drinking behavior associated with the intake of alcohol."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000130,liquid consumption,"""A behavior associated with the intake of liquid."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/GO_0035106,operant conditioning,Learning to anticipate future events on the basis of past experience with the consequences of one's own behavior.,,
http://purl.obolibrary.org/obo/NBO_0000053,basking behavior,,,
http://purl.obolibrary.org/obo/MFOMD_0000022,undifferentiated schizophrenia,"
At the DSM-5, the DSM-IV subtypes of schizophrenia (i.e., paranoid, disorganized, catatonic, undifferentiated, and residual types) are eliminated due to their limited diagnostic stability, low reliability, and poor validity. These subtypes also have not been shown to exhibit distinctive patterns of treatment response or longitudinal course. 

(Highlights of Changes from DSM-IV-TR to DSM-5, American Psychiatric Publishing)|
This form of schizophrenia is diagnosed when the person’s behaviour shows prominent psychotic symptoms that do not meet the criteria for the paranoid, disorganized or catatonic categories. These symptoms may include thought disturbances, delusions, hallucinations, incoherence, and severely impaired behaviour. 

Some time undifferentiated schizophrenia turns out to be an early stage of another subtype. 

""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",29590,
http://purl.obolibrary.org/obo/DOID_2560,morphine dependence,An opiate dependence that involves the continued use of morphine despite despite problems related to use of the substance.,,
http://purl.obolibrary.org/obo/MFOMD_0000203,disorientation," A state of mental confusion as to time, place, or identity.

medical-dictionary",,
http://purl.obolibrary.org/obo/DOID_0060144,mirror agnosia,An agnosia that is a loss of the ability to acknowledge objects in the neglected field that are visible when a mirror reflects the object visible in the non-neglected field.,,
http://purl.obolibrary.org/obo/NBO_0000118,aggressive behavior towards males,"""Exhibiting a domineering, assault posture and/or hostile physical action towards male animals."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/OGMS_0000100,inpatient encounter,TODO,,
http://purl.obolibrary.org/obo/MFOMD_0000162,akinesia,"Absence, poverty, or loss of control of voluntary muscle movements.


http://medical-dictionary.thefreedictionary.com/akinesia",,
http://purl.obolibrary.org/obo/NBO_0000456,focused attention behavior,"""Behavior involving responding discretely to specific visual, auditory or tactile stimuli."" [wikipedia:Attention]",,
http://purl.obolibrary.org/obo/NBO_0000154,maternal crouching,,,
http://purl.obolibrary.org/obo/MFOMD_0000214,perseveration,"The repetition of a particular response, such as a word, phrase, or gesture, despite the absence or cessation of a stimulus, usually caused by brain injury or other organic disorder.
|Symptoms include lacking ability to transition or switch ideas appropriately with the social context, as evidenced by the repetition of words or gestures after they have ceased to be socially relevant or appropriate.

http://en.wikipedia.org/wiki/Perseveration",,
http://purl.obolibrary.org/obo/MFOMD_0000011,full-blown manic mood episode,"Mood is elevated out of keeping with the patient's circumstances and may vary from carefree joviality to almost uncontrollable excitement. Elation is accompanied by increased energy, resulting in overactivity, pressure of speech, and a decreased need for sleep. Attention cannot be sustained, and there is often marked distractibility. Self-esteem is often inflated with grandiose ideas and overconfidence. Loss of normal social inhibitions may result in behaviour that is reckless, foolhardy, or inappropriate to the circumstances, and out of character.

[ICD-10]",,
http://purl.obolibrary.org/obo/DOID_0060130,akinetopsia,An agnosia that is a loss of motion perception.,,
http://purl.obolibrary.org/obo/DOID_4964,neurotic disorder,An anxiety disorder that involves discress but neither delusions nor hallucinations.,,
http://purl.obolibrary.org/obo/NBO_0000076,locomotor play,"""Play behavior which serves to improve motor skills and physical conditioning."" [web:http://www.bio.davidson.edu/people/vecase/behavior/Spring2009/Sacco/Pages/Locomotor%20Play.html]",,
http://purl.obolibrary.org/obo/NBO_0000087,antipredation behavior,"""Behavior related to defence against predation or predators."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/DOID_605,flying phobia,A specific phobia that is characterized by a fear of flying.,,
http://purl.obolibrary.org/obo/MFOMD_0000125,flat affect,"little or no emotion in situations where strong reactions are expected.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue",,
http://purl.obolibrary.org/obo/OGMS_0000104,diagnostic process,"A health care process that involves the interpretation of a clinical picture from a given patient (input) and the assertion to the effect that the patient has a disease, disorder, or syndrome of a certain type, or none of these (output).",,
http://www.geneontology.org/formats/oboInOwl#Synonym,Synonym,,,
http://purl.obolibrary.org/obo/MFOMD_0000084,sexual pain disorder,"In the sexual pain disorders there are two condition how it can be manifested:

Dyspareunia.- is a recurrent or persistent pain in the genitals before, during, or after sexual intercourse. The physical examination for individuals with this disorder typically does not demonstrate genital abnormalities. The repeated experience of genital pain during coitus may result in the avoidance of sexual experience, disrupting existing sexual relationships or limiting the development of new sexual relationship.

Vaginismus.- the essential feature of this disorder is the recurrent or persistent involuntary contraction of the perineal muscles surrounding the outer third of the vagina when vaginal penetration with penis, finger, tampon, or speculum is attempted. In some females, even the anticipation of vaginal insertion may result in muscle spam. Once the disorder is established, the course is usually chronic unless ameliorated by treatment. 

Acquired Vaginismus also may occur suddenly in response to a sexual trauma or a general medical condition.","302.76 (Dyspareunia)
306.51 (Vaginismus)

(Both not due to a general medical condition)",
http://purl.obolibrary.org/obo/DOID_0060134,apperceptive agnosia,An agnosia that is a loss of the ability to distinguish visual shapes.,,
http://purl.obolibrary.org/obo/NBO_0000117,aggressive behavior towards females,"""Exhibiting a domineering, assault posture and/or hostile physical action towards female animals."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000153,paternal nurturing behavior,"""Paternal behavior related to the brining up his offspring."" [NBO:GVG]",,
http://purl.obolibrary.org/obo/NBO_0000106,aggressive behavior towards objects,"""Exhibiting a domineering, assault posture and/or hostile physical action toward any type of object."" [NBO:GVG]",,
