idPessoa,data_hora,trabalho_proprio,historico_familiar,tratamento,interferencia_trabalho,trabalho_remoto,empresa_ti,conhece_opcoes,programa_saude,busca_tratamento,anonimidade,licenca_medica,mental_consequencia,fisica_consequencia,mental_entrevista,fisica_entrevista,mental_fisica,houve_consequencias
380,2014-08-27 15:23:06,No,Yes,Yes,Never,No,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,Don't know,No
381,2014-08-27 15:23:07,No,No,Yes,Never,No,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,No,No,Don't know,No
382,2014-08-27 15:23:19,No,No,Yes,Rarely,No,Yes,No,Yes,Yes,Yes,Don't know,No,No,No,Maybe,Yes,No
383,2014-08-27 15:23:30,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
384,2014-08-27 15:23:33,No,Yes,Yes,Often,Yes,Yes,No,No,No,Yes,Somewhat easy,No,No,No,Yes,No,No
385,2014-08-27 15:23:51,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Yes,Yes,No,No,No,No
386,2014-08-27 15:23:51,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
387,2014-08-27 15:23:54,No,No,No,Never,No,Yes,Not sure,No,No,Don't know,Don't know,No,No,Maybe,Maybe,Don't know,No
388,2014-08-27 15:24:22,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Yes,No,No,Maybe,No,No
389,2014-08-27 15:24:27,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,Don't know,No
390,2014-08-27 15:24:28,No,Yes,Yes,Rarely,No,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,Yes,Don't know,No
391,2014-08-27 15:24:47,No,Yes,Yes,Rarely,No,No,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,Don't know,No
392,2014-08-27 15:24:49,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Somewhat easy,Yes,No,No,No,Don't know,No
393,2014-08-27 15:24:55,No,Yes,Yes,Often,Yes,Yes,No,Don't know,Don't know,Don't know,Very easy,No,No,No,No,Yes,No
394,2014-08-27 15:24:56,No,Yes,No,NA,No,No,No,No,No,No,Very difficult,Yes,Maybe,No,Maybe,No,Yes
395,2014-08-27 15:25:03,No,No,No,Never,No,No,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
396,2014-08-27 15:25:09,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No
397,2014-08-27 15:25:16,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Very difficult,Maybe,Maybe,No,Maybe,No,Yes
398,2014-08-27 15:25:41,No,No,No,Never,No,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
399,2014-08-27 15:25:47,No,No,Yes,Sometimes,No,Yes,Not sure,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Maybe,Yes,No
400,2014-08-27 15:26:05,No,Yes,Yes,Often,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,No
401,2014-08-27 15:26:37,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,Maybe,No,No
402,2014-08-27 15:26:40,No,No,No,NA,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,Maybe,No,No
403,2014-08-27 15:26:57,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,No,Maybe,No,Yes
404,2014-08-27 15:27:25,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Very easy,Maybe,No,Maybe,Maybe,Don't know,No
405,2014-08-27 15:27:31,No,Yes,No,NA,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No
406,2014-08-27 15:27:38,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,Yes,No
407,2014-08-27 15:27:39,No,No,No,NA,Yes,Yes,No,Don't know,Don't know,Don't know,Don't know,Yes,No,No,Maybe,Yes,No
408,2014-08-27 15:28:34,Yes,No,No,Never,Yes,Yes,No,No,No,Don't know,Somewhat easy,No,No,Maybe,No,Don't know,No
409,2014-08-27 15:28:50,No,Yes,No,NA,No,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,Don't know,No
410,2014-08-27 15:29:03,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No
411,2014-08-27 15:29:07,No,Yes,Yes,Rarely,No,No,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,Maybe,No,No
412,2014-08-27 15:29:23,No,Yes,No,Never,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,Maybe,Don't know,Yes
413,2014-08-27 15:30:51,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,No,Yes,Yes,No
414,2014-08-27 15:31:10,No,No,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,No,No,Yes,No
415,2014-08-27 15:31:18,No,Yes,No,Often,No,Yes,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,Don't know,No
416,2014-08-27 15:31:20,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,No,No,Maybe,Maybe,No,No
417,2014-08-27 15:31:31,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,Maybe,Maybe,No,No
418,2014-08-27 15:31:38,No,No,No,Never,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,No,Maybe,Don't know,No
419,2014-08-27 15:31:40,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Yes
420,2014-08-27 15:32:09,No,Yes,Yes,Rarely,Yes,Yes,No,No,No,Yes,Very easy,No,No,No,No,Yes,No
421,2014-08-27 15:32:19,No,No,No,NA,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,No,No,Yes,Don't know,No
422,2014-08-27 15:32:43,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Yes,No
423,2014-08-27 15:34:23,No,Yes,Yes,Sometimes,No,Yes,No,No,Don't know,Don't know,Somewhat easy,No,No,No,No,Don't know,No
424,2014-08-27 15:34:31,No,No,Yes,Rarely,No,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
425,2014-08-27 15:34:32,No,No,No,Sometimes,No,No,Not sure,No,Yes,Yes,Don't know,No,No,Maybe,Maybe,Yes,No
426,2014-08-27 15:35:21,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,No,Yes
427,2014-08-27 15:35:37,No,No,No,NA,No,No,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
428,2014-08-27 15:35:50,No,No,No,NA,No,No,No,No,No,Don't know,Don't know,No,No,No,Yes,Don't know,No
429,2014-08-27 15:36:13,No,No,No,NA,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No
430,2014-08-27 15:36:41,Yes,No,No,Never,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,No,No,No,Yes,No
431,2014-08-27 15:38:07,No,Yes,Yes,Rarely,No,Yes,No,No,No,Don't know,Very easy,Yes,No,No,Yes,Yes,No
432,2014-08-27 15:38:27,Yes,No,Yes,Often,Yes,Yes,No,No,No,Yes,Somewhat easy,Yes,Maybe,Yes,Yes,Don't know,No
433,2014-08-27 15:38:31,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
434,2014-08-27 15:38:32,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,No,Don't know,No
435,2014-08-27 15:38:37,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
436,2014-08-27 15:39:31,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Don't know,Yes
437,2014-08-27 15:40:03,No,No,No,NA,Yes,Yes,Not sure,Don't know,Don't know,Yes,Very easy,No,No,No,No,Don't know,No
438,2014-08-27 15:43:17,No,No,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
439,2014-08-27 15:43:27,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
440,2014-08-27 15:43:30,No,Yes,No,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,Maybe,No,No
441,2014-08-27 15:43:45,No,No,No,Rarely,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,Don't know,No
442,2014-08-27 15:44:16,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Maybe,Yes,Yes,Yes
443,2014-08-27 15:44:20,No,No,No,NA,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,No,No,No,Yes,No
444,2014-08-27 15:46:12,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,No,Yes,No
445,2014-08-27 15:46:39,No,Yes,No,Often,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,No,Maybe,No,Yes
446,2014-08-27 15:47:26,No,Yes,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,Yes
447,2014-08-27 15:47:33,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
448,2014-08-27 15:50:26,No,No,Yes,Rarely,No,Yes,Yes,Yes,No,Don't know,Don't know,No,No,No,No,Don't know,No
449,2014-08-27 15:51:36,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
450,2014-08-27 15:53:39,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Maybe,Maybe,Yes,No
451,2014-08-27 15:53:59,No,Yes,No,Never,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Maybe,No,Maybe,Yes,No
452,2014-08-27 15:54:45,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,Don't know,Very difficult,Yes,No,No,No,No,Yes
453,2014-08-27 15:55:07,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Don't know,Yes,Yes,No,No,Don't know,No
454,2014-08-27 15:55:07,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,Yes,Don't know,No
455,2014-08-27 15:55:08,No,No,No,Sometimes,No,Yes,No,No,No,Yes,Somewhat easy,No,No,Maybe,Yes,Don't know,No
456,2014-08-27 15:56:37,No,No,No,Rarely,No,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,No,Maybe,No,No
457,2014-08-27 15:58:23,No,Yes,No,Never,No,Yes,No,No,No,Yes,Don't know,Yes,No,No,Maybe,Don't know,No
458,2014-08-27 15:59:41,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,Yes,Yes,No
459,2014-08-27 15:59:47,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
460,2014-08-27 16:00:16,No,No,No,NA,No,Yes,No,Don't know,Don't know,Don't know,Don't know,No,No,Maybe,Maybe,Yes,No
461,2014-08-27 16:01:39,No,No,No,Never,No,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,No,No,Yes,No
462,2014-08-27 16:01:52,No,No,No,Sometimes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,Don't know,No
463,2014-08-27 16:02:16,No,Yes,No,Never,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,No,No
464,2014-08-27 16:03:20,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Yes,No,No,Maybe,Yes,No
465,2014-08-27 16:04:01,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Somewhat easy,Maybe,Maybe,No,Maybe,Yes,No
466,2014-08-27 16:06:46,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,Maybe,No,No
467,2014-08-27 16:07:32,No,No,Yes,Sometimes,No,Yes,No,No,No,No,Very difficult,Yes,Maybe,No,Maybe,No,No
468,2014-08-27 16:10:10,No,No,No,Never,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Maybe,Maybe,No,No
469,2014-08-27 16:11:36,No,No,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,No,Maybe,Don't know,No
470,2014-08-27 16:13:31,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes,No
471,2014-08-27 16:13:40,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,Yes,Yes,No
472,2014-08-27 16:13:42,No,No,No,Sometimes,No,Yes,No,No,No,Don't know,Very difficult,Yes,No,No,Maybe,No,No
473,2014-08-27 16:14:04,No,No,Yes,Sometimes,No,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,Maybe,No,Yes
474,2014-08-27 16:14:43,No,No,No,Sometimes,Yes,Yes,No,No,No,Don't know,Very difficult,Maybe,No,No,Maybe,Don't know,No
475,2014-08-27 16:15:26,No,No,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,Maybe,Don't know,No
476,2014-08-27 16:15:33,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
477,2014-08-27 16:16:40,Yes,Yes,Yes,Often,Yes,Yes,No,Don't know,Don't know,Don't know,Don't know,No,Maybe,Maybe,Yes,Don't know,No
478,2014-08-27 16:16:51,No,No,No,NA,Yes,No,No,No,Don't know,Don't know,Very easy,Yes,No,No,Maybe,Don't know,No
479,2014-08-27 16:17:05,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
480,2014-08-27 16:17:41,No,No,No,Never,No,No,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Maybe,Yes,Yes,No
481,2014-08-27 16:18:44,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,Yes,Don't know,No
482,2014-08-27 16:19:05,No,Yes,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Maybe,Maybe,Don't know,No
483,2014-08-27 16:19:25,No,No,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
484,2014-08-27 16:20:36,No,No,No,Never,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
485,2014-08-27 16:20:40,No,No,Yes,Sometimes,No,No,Yes,Don't know,No,Don't know,Somewhat easy,Maybe,No,No,Yes,No,Yes
486,2014-08-27 16:21:11,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
487,2014-08-27 16:21:24,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,No,No,Yes,No
488,2014-08-27 16:21:54,No,No,No,Sometimes,No,Yes,No,No,No,Yes,Very easy,Maybe,No,No,Maybe,Yes,No
489,2014-08-27 16:21:55,No,No,No,Never,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No
490,2014-08-27 16:22:10,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,No,Yes,No
491,2014-08-27 16:22:17,No,No,No,Rarely,No,No,Not sure,No,No,Don't know,Don't know,No,No,No,No,Don't know,No
492,2014-08-27 16:23:14,No,No,No,NA,No,Yes,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Maybe,No,Yes
493,2014-08-27 16:25:26,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Don't know,Yes
494,2014-08-27 16:26:03,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
495,2014-08-27 16:27:04,No,Yes,Yes,Often,No,Yes,Not sure,Don't know,No,Don't know,Don't know,Maybe,No,No,No,Yes,Yes
496,2014-08-27 16:27:47,No,No,Yes,Sometimes,No,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Yes
497,2014-08-27 16:28:10,Yes,Yes,Yes,Often,Yes,Yes,Not sure,No,No,Yes,Somewhat difficult,Yes,No,No,Maybe,No,Yes
498,2014-08-27 16:28:20,No,No,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,No,No
499,2014-08-27 16:29:05,No,No,No,Rarely,No,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,No,Maybe,Yes,No
500,2014-08-27 16:29:23,No,No,Yes,NA,No,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,No,No,No,No
501,2014-08-27 16:31:16,Yes,Yes,No,NA,No,Yes,No,No,No,No,Don't know,Yes,Maybe,No,Maybe,No,Yes
502,2014-08-27 16:32:31,No,No,No,NA,No,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Maybe,Don't know,No
503,2014-08-27 16:34:18,No,No,No,Never,No,No,Not sure,Don't know,Yes,Don't know,Don't know,No,No,No,Yes,Don't know,No
504,2014-08-27 16:35:02,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,Maybe,No,No
505,2014-08-27 16:36:57,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,Yes,No
506,2014-08-27 16:39:00,No,No,No,Never,No,No,No,Yes,No,Don't know,Very difficult,Maybe,No,Maybe,Yes,No,No
507,2014-08-27 16:39:01,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Maybe,Maybe,Yes,No
508,2014-08-27 16:40:35,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,No,Yes,Yes,No
509,2014-08-27 16:42:00,No,No,No,NA,No,Yes,Not sure,Yes,Don't know,Yes,Don't know,No,No,No,Maybe,Yes,No
510,2014-08-27 16:42:55,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,No,No,Don't know,No
511,2014-08-27 16:47:48,No,No,No,Sometimes,No,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,Yes,No
512,2014-08-27 16:53:54,No,No,No,NA,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
513,2014-08-27 16:55:04,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes,No
514,2014-08-27 17:00:15,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,No,No,No,No,No
515,2014-08-27 17:03:02,No,No,No,NA,Yes,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
516,2014-08-27 17:04:29,No,No,Yes,Rarely,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,No,Maybe,Yes,No
517,2014-08-27 17:08:18,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Very easy,Maybe,No,No,No,No,Yes
518,2014-08-27 17:09:23,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,No,Maybe,No,No
519,2014-08-27 17:10:56,No,Yes,Yes,Often,No,Yes,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No
520,2014-08-27 17:12:01,No,No,No,Never,No,Yes,Yes,Don't know,Yes,Don't know,Don't know,Maybe,No,Maybe,Maybe,Yes,No
521,2014-08-27 17:14:36,No,No,No,NA,No,No,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,No,No,Don't know,No
522,2014-08-27 17:15:25,No,No,No,NA,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No
523,2014-08-27 17:19:05,No,Yes,No,Rarely,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Yes,No,No,Don't know,Yes
524,2014-08-27 17:22:29,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Don't know,No,Yes,Somewhat difficult,Maybe,No,No,Yes,Yes,No
525,2014-08-27 17:32:04,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,No,No,Yes,No
526,2014-08-27 17:33:51,Yes,No,No,Sometimes,No,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Maybe,Maybe,Yes,No
527,2014-08-27 17:33:52,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,Don't know,Yes
528,2014-08-27 17:33:52,No,No,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,No,Yes,No
529,2014-08-27 17:37:41,Yes,Yes,Yes,Sometimes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Yes,No
530,2014-08-27 17:39:58,No,No,No,NA,No,Yes,No,No,No,Don't know,Don't know,No,No,No,Yes,Don't know,No
531,2014-08-27 17:41:44,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,No
532,2014-08-27 17:42:49,Yes,Yes,No,Sometimes,Yes,Yes,No,No,No,No,Very difficult,Yes,Maybe,No,Maybe,No,No
533,2014-08-27 17:46:17,No,No,No,Rarely,No,Yes,No,No,Don't know,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
534,2014-08-27 17:47:45,No,No,No,Never,No,Yes,Not sure,Don't know,No,Don't know,Don't know,Yes,Maybe,No,Maybe,Don't know,No
535,2014-08-27 17:48:54,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,No,Somewhat difficult,Yes,No,No,No,No,No
536,2014-08-27 17:49:21,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No
537,2014-08-27 17:49:30,No,Yes,Yes,Never,No,Yes,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No
538,2014-08-27 17:52:31,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
539,2014-08-27 17:56:50,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Don't know,No,No,No,No,No,Yes
540,2014-08-27 18:00:39,No,Yes,Yes,Often,No,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,No,Maybe,No,No
541,2014-08-27 18:02:32,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,No,Yes,No
542,2014-08-27 18:02:42,No,No,No,Never,No,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,No
543,2014-08-27 18:12:55,No,Yes,Yes,Often,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,Yes
544,2014-08-27 18:13:38,No,Yes,Yes,Rarely,No,Yes,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,Yes,No,No,Yes
545,2014-08-27 18:14:59,No,No,No,NA,No,Yes,Not sure,No,No,Don't know,Very easy,Maybe,No,No,Yes,Yes,No
546,2014-08-27 18:16:52,No,No,No,Never,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Maybe,Maybe,Yes,No
547,2014-08-27 18:18:18,No,Yes,Yes,Sometimes,No,Yes,No,No,Yes,Don't know,Somewhat difficult,Yes,No,No,Yes,No,No
548,2014-08-27 18:22:05,No,Yes,No,NA,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,No,Maybe,Yes,No
549,2014-08-27 18:29:32,No,No,No,Often,No,Yes,No,Don't know,No,Don't know,Somewhat easy,Maybe,No,Maybe,Yes,Don't know,No
550,2014-08-27 18:39:43,No,Yes,No,NA,No,No,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Maybe,Don't know,No
551,2014-08-27 18:41:00,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Very easy,No,No,Maybe,Yes,Don't know,No
552,2014-08-27 18:43:06,No,No,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Yes,No
553,2014-08-27 18:56:46,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,No,No,Yes,No
554,2014-08-27 18:59:44,No,Yes,Yes,Rarely,Yes,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Yes,Don't know,No
555,2014-08-27 19:05:52,No,No,Yes,Often,No,No,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Don't know,No
556,2014-08-27 19:08:31,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,Maybe,Yes,No
557,2014-08-27 19:13:21,No,No,No,NA,No,Yes,No,Don't know,Don't know,Don't know,Don't know,Yes,No,No,Maybe,Don't know,No
558,2014-08-27 19:13:27,No,Yes,Yes,Sometimes,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No
559,2014-08-27 19:16:15,No,No,No,NA,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,Yes,No
560,2014-08-27 19:17:07,Yes,No,No,NA,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,No,No,Yes,No
561,2014-08-27 19:25:42,No,Yes,Yes,Sometimes,Yes,Yes,No,No,Don't know,Don't know,Don't know,No,No,No,No,Yes,No
562,2014-08-27 19:27:25,No,No,No,Never,No,Yes,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Maybe,Yes,Yes,No
563,2014-08-27 19:28:35,No,No,Yes,Rarely,No,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,No,No,Don't know,No
564,2014-08-27 19:34:26,No,No,No,Never,No,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,No,No,No
565,2014-08-27 19:34:56,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,No,Maybe,No,No
566,2014-08-27 19:38:44,No,No,Yes,Sometimes,No,Yes,Not sure,Yes,Don't know,Yes,Don't know,Yes,Maybe,No,Maybe,Don't know,No
567,2014-08-27 19:41:28,No,No,Yes,Sometimes,No,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,Maybe,Yes,Don't know,No
568,2014-08-27 19:45:36,No,Yes,No,Sometimes,No,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Yes,No,No
569,2014-08-27 19:59:12,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,Don't know,No
